Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
32855119,"Die Eule von Askir (Das Geheimnis von Askir, #6)",Richard Schwartz,"Schwartz, Richard",,"=""""","=""""",4,4.43,Piper ebooks,Kindle Edition,688,2016,2009,,2017/05/06,,,read,,,,1,0
61907,Der Kadett,Lois McMaster Bujold,"Bujold, Lois McMaster",Edda Petri,"=""3453149076""","=""9783453149076""",5,4.27,Heyne,Paperback,380,1999,1986,1996/05/09,2015/05/09,,,read,,,,1,0
2180460,Cordelias Ehre,Lois McMaster Bujold,"Bujold, Lois McMaster",Michael Morgental,"=""3453520017""","=""9783453520011""",3,4.33,Heyne,Mass Market Paperback,592,2004,1996,1996/05/09,2015/05/09,,,read,,,,1,0
61905,"Barrayar (Vorkosigan Saga, #7)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0743468414""","=""9780743468411""",3,4.29,Gardners Books,Paperback,336,2003,1991,1996/05/09,2015/05/09,,,read,,,,1,0
3006201,Barrayar: Der Botschafter,Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""3453521277""","=""9783453521278""",3,4.52,Heyne,Paperback,959,2006,2008,1996/05/09,2015/05/09,,,read,,,,1,0
15831078,"Scherben der Ehre (Barrayar-Zyklus, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",Michael Morgental,"=""3453128109""","=""9783453128101""",2,4.08,Heyne,Paperback,335,1997,1986,1996/05/09,2015/05/09,,,read,,,,1,0
13536649,"Trapped (The Iron Druid Chronicles, #5)",Kevin Hearne,"Hearne, Kevin",,"=""034553364X""","=""9780345533647""",0,4.27,Del Rey,Mass Market Paperback,290,2012,2012,,2023/08/19,to-read,to-read (#140),to-read,,,,0,0
12700306,"Tricked (The Iron Druid Chronicles, #4)",Kevin Hearne,"Hearne, Kevin",,"=""0345533623""","=""9780345533623""",4,4.25,Random House Publishing Group,Mass Market Paperback,341,2012,2012,,2023/08/19,currently-reading,currently-reading (#1),currently-reading,,,,2,0
24662202,"Gehämmert (Die Chronik des eisernen Druiden, #3)",Kevin Hearne,"Hearne, Kevin","Alexander Wagner, Friedrich Mader","=""3608939334""","=""9783608939330""",5,4.21,Klett-Cotta,Paperback,366,2015,2011,2015/05/11,2015/05/09,,,read,"Naja, es gibt teilweise interessante Ideen in dem Buch. Aber es wirkt alles billig und durchsichtig gemacht. Wenn ich Kevin Hearne mit Jim Butcher vergleiche und irgendwie werde ich das Gefühl nicht los, das Hearne abgekupfert hat, dann würde ich klar Butcher empfehlen.<br/><br/>Hat mich nicht umgehauen. ",,,1,0
9595650,"Hexed (The Iron Druid Chronicles, #2)",Kevin Hearne,"Hearne, Kevin",,"=""0345522494""","=""9780345522498""",4,4.22,Del Rey,Mass Market Paperback,296,2011,2011,,2023/08/19,,,read,,,,1,0
9533378,"Hounded (The Iron Druid Chronicles, #1)",Kevin Hearne,"Hearne, Kevin",,"=""0345522478""","=""9780345522474""",4,4.09,Del Rey,Mass Market Paperback,304,2011,2011,,2023/08/19,,,read,,,,1,0
8479967,"Zauberlehrling voller Fehl und Adel (Trix Solier, #1)",Sergei Lukyanenko,"Lukyanenko, Sergei",Christiane Pöhlmann,"=""3407810741""","=""9783407810748""",0,3.76,Beltz & Gelberg,Hardcover,581,2010,2009,,2019/12/30,to-read,to-read (#139),to-read,,,,1,0
52530174,Das Feuer der Dämonen (Demon Cycle),Peter V. Brett,"Brett, Peter V.",,"=""3453320530""","=""9783453320536""",5,4.20,Heyne,Paperback,542,2019,2019,,2019/10/09,,,read,,,,1,0
35015460,"Zeitenfeuer (The First Empire, #2)",Michael J. Sullivan,"Sullivan, Michael J.",Marcel Aubron-Bülles,"=""3426520346""","=""9783426520345""",4,4.29,Knaur TB,Paperback,624,2018,2017,,2019/10/20,,,read,,,,1,0
9676849,"Dreadnaught (The Lost Fleet: Beyond the Frontier, #1)",Jack Campbell,"Campbell, Jack",,"=""0441020372""","=""9780441020379""",3,4.05,Ace,Hardcover,356,2011,2011,2017/01/08,2017/01/08,,,read,,,,1,0
13497841,Die Insel der besonderen Kinder,Ransom Riggs,"Riggs, Ransom",Silvia Kinkel,"=""3426411954""","=""9783426411957""",3,3.92,Knaur,ebook,416,2011,2011,2015/05/09,2015/05/09,,,read,,,,1,0
9397145,Tschick,Wolfgang Herrndorf,"Herrndorf, Wolfgang",,"=""3871347108""","=""9783871347108""",4,3.59,Rowohlt,Hardcover,254,2010,2010,,2019/12/31,,,read,,,,1,0
7200884,"Victorious (The Lost Fleet, #6)",Jack Campbell,"Campbell, Jack",,"=""0441018696""","=""9780441018697""",4,4.10,Ace,Mass Market Paperback,352,2010,2010,2017/01/08,2017/01/08,,,read,,,,1,0
2341319,"Valiant (The Lost Fleet, #4)",Jack Campbell,"Campbell, Jack",,"=""0441016197""","=""9780441016198""",3,4.00,Ace,Mass Market Paperback,284,2008,2008,2017/01/08,2017/01/08,,,read,,,,1,0
96594,"Fearless (The Lost Fleet, #2)",Jack Campbell,"Campbell, Jack",,"=""0441014763""","=""9780441014767""",4,3.99,Ace,Mass Market Paperback,295,2007,2007,2017/01/08,2017/01/08,,,read,,,,1,0
112292,"Dauntless (The Lost Fleet, #1)",Jack Campbell,"Campbell, Jack",,"=""0441014186""","=""9780441014187""",3,3.96,Ace Books,Mass Market Paperback,293,2006,2006,2017/01/08,2016/10/15,,,read,,,,1,0
1372055,"Courageous (The Lost Fleet, #3)",Jack Campbell,"Campbell, Jack",,"=""0441015670""","=""9780441015672""",4,3.99,Ace,Mass Market Paperback,299,2007,2007,2017/01/08,2017/01/08,,,read,,,,1,0
13607623,"Schiffsdiebe (Ship Breaker, #1)",Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""3453529197""","=""9783453529199""",0,3.75,Heyne,Klappenbroschur,352,2012,2010,,2019/12/30,to-read,to-read (#137),to-read,,,,1,0
20261876,Unrast,Olga Tokarczuk,"Tokarczuk, Olga",Esther Kinsky,"=""""","=""""",0,3.76,Schöffling & Co.,Paperback,464,2009,2007,,2019/12/31,to-read,to-read (#138),to-read,,,,1,0
32065466,Aurora,Kim Stanley Robinson,"Robinson, Kim Stanley",Jakob Schmidt,"=""3453317246""","=""9783453317246""",0,3.76,"Wilhelm Heyne Verlag, München",Paperback,560,2016,2015,,2019/12/30,to-read,to-read (#136),to-read,,,,1,0
42198792,Frontal,John Scalzi,"Scalzi, John",Bernhard Kempen,"=""""","=""""",0,4.00,FISCHER TOR,Kindle Edition,369,2018,2018,,2019/12/30,to-read,to-read (#134),to-read,,,,1,0
55400,"Blood Follows (The Tales of Bauchelain and Korbal Broach, #1)",Steven Erikson,"Erikson, Steven",,"=""159780004X""","=""9781597800044""",0,3.83,Night Shade,Hardcover,121,2005,2002,,2019/12/30,to-read,to-read (#135),to-read,,,,1,0
40493285,NSA - Nationales Sicherheits-Amt,Andreas Eschbach,"Eschbach, Andreas",,"=""3785726252""","=""9783785726259""",0,3.93,Bastei-Lübbe,Hardcover,796,2018,2018,,2019/10/10,to-read,to-read (#131),to-read,,,,1,0
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,"=""0439244196""","=""9780439244190""",0,3.99,Scholastic,Paperback,272,2000,1998,,2019/10/20,to-read,to-read (#132),to-read,,,,1,0
41555947,Magic for Liars,Sarah Gailey,"Gailey, Sarah",,"=""""","=""""",0,3.63,Tor Books,Hardcover,336,2019,2019,,2019/12/22,to-read,to-read (#133),to-read,,,,1,0
33642434,"Der Drachenjäger: Die erste Reise ins Wolkenmeer (Die Reisen ins Wolkenmeer, #1)",Bernd Perplies,"Perplies, Bernd",,"=""3596296714""","=""9783596296712""",0,3.81,FISCHER Tor,Paperback,494,2017,2017,,2017/05/06,to-read,to-read (#128),to-read,,,,1,0
22241804,Stolz und Vorurteil (German Edition),Jane Austen,"Austen, Jane",,"=""1484803531""","=""9781484803530""",0,4.28,CreateSpace Independent Publishing Platform,Paperback,322,2013,1813,,2018/08/30,to-read,to-read (#130),to-read,,,,1,0
37834183,Die Tyrannei des Schmetterlings,Frank Schätzing,"Schätzing, Frank",,"=""3462050842""","=""9783462050844""",0,3.33,Kiepenheuer & Witsch,Hardcover,736,2018,2018,,2018/05/03,to-read,to-read (#129),to-read,,,,1,0
18775247,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,"King, Stephen",,"=""1476754454""","=""9781476754451""",0,4.00,Scribner,Hardcover,437,2014,2014,,2017/01/09,to-read,to-read (#127),to-read,,,,1,0
5292173,"Relentless (The Lost Fleet, #5)",Jack Campbell,"Campbell, Jack",,"=""0441017088""","=""9780441017089""",0,4.09,Ace,Mass Market Paperback,336,2009,2009,2017/01/08,2017/01/08,to-read,to-read (#125),to-read,,,,1,0
3209061,"Kalte Asche (David Hunter, #2)",Simon Beckett,"Beckett, Simon",,"=""3499241951""","=""9783499241956""",0,4.17,Rowohlt,Paperback,432,2008,2007,2017/02/06,2017/01/08,to-read,to-read (#126),to-read,,,,1,0
88070,You're Not Fooling Anyone When You Take Your Laptop to a Coffee Shop: Scalzi on Writing,John Scalzi,"Scalzi, John",,"=""1596060638""","=""9781596060630""",0,3.68,Subterranean,Hardcover,318,2007,2007,,2017/01/08,to-read,to-read (#124),to-read,,,,1,0
6585201,"Changes (The Dresden Files, #12)",Jim Butcher,"Butcher, Jim",,"=""045146317X""","=""9780451463173""",4,4.50,Roc,Hardcover,438,2010,2010,,2017/01/08,,,read,,,,1,0
22823604,"Der Wanderer (Die Götterkriege, #7)",Richard Schwartz,"Schwartz, Richard",,"=""3492269206""","=""9783492269209""",4,4.49,Piper Taschenbuch,Paperback,521,2015,2015,,2016/10/15,,,read,,,,1,0
11420998,"Die Furcht des Weisen 2 (Die Königsmörder-Chronik, #2.2)",Patrick Rothfuss,"Rothfuss, Patrick","Jochen Schwarzer, Wolfram Ströle","=""""","=""9783608939262""",4,4.50,Klett-Cotta,Hardcover,523,2012,2011,,2019/10/20,,,read,,,,1,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",3,4.62,Tor Books,Hardcover,1243,2017,2017,,2018/08/30,,,read,,,,1,0
9329354,"The Way of Kings, Part 1 (The Stormlight Archive #1, Part 1 of 2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0575097361""","=""9780575097360""",4,4.63,Gollancz,Paperback,592,2011,2010,,2019/11/07,,,read,,,,3,0
23796651,Die Worte des Lichts,Brandon Sanderson,"Sanderson, Brandon",Michael Siefener,"=""""","=""""",4,4.71,Heyne Verlag,Kindle Edition,977,2014,2014,,2018/08/30,,,read,,,,1,0
19375197,Der Spieler,Paolo Bacigalupi,"Bacigalupi, Paolo","Hannes Riffel, Birgit Herden, Dorothea Kallfass","=""""","=""""",0,4.04,Golkonda Verlag,Kindle Edition,216,2012,2008,,2019/12/30,to-read,to-read (#122),to-read,,,,0,0
43261127,Tiny Habits: The Small Changes That Change Everything,B.J.  Fogg,"Fogg, B.J.",,"=""0358003326""","=""9780358003328""",0,4.15,Harvest,Hardcover,320,2020,2019,,2020/01/07,to-read,to-read (#123),to-read,,,,0,0
1805537,Replay - Das zweite Spiel,Ken Grimwood,"Grimwood, Ken",,"=""3453520106""","=""9783453520103""",0,4.15,Heyne Verlag,Paperback,411,2004,1987,,2019/12/30,to-read,to-read (#119),to-read,,,,0,0
16286,The Magus,John Fowles,"Fowles, John",,"=""0316296198""","=""9780316296199""",0,4.05,Back Bay Books,Paperback,656,2001,1965,,2019/12/30,to-read,to-read (#120),to-read,,,,0,0
12193569,"Galdäa - Der Ungeschlagene Krieg (VILM, #3)",Karsten Kruschel,"Kruschel, Karsten",,"=""3938065729""","=""9783938065723""",0,4.11,Wurdack Verlag,Paperback,446,2011,2011,,2019/12/30,to-read,to-read (#121),to-read,,,,0,0
36000366,Das Hindernis ist der Weg: Mit der Philosophie der Stoiker zum Triumph,Ryan Holiday,"Holiday, Ryan",,"=""""","=""""",0,4.15,Audible GmbH,Audible Audio,,2017,2014,,2019/12/30,to-read,to-read (#118),to-read,,,,0,0
2950809,"Ruf des Mondes (Mercy Thompson, #1)",Patricia Briggs,"Briggs, Patricia",,"=""3453523733""","=""9783453523739""",0,4.15,Heyne,Paperback,383,2007,2006,,2019/12/30,to-read,to-read (#117),to-read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.11,Crown Publishing Group,Hardcover,370,2010,2010,,2019/11/07,to-read,to-read (#114),to-read,,,,0,0
48644168,Die Roten Schriftrollen (Die ältesten Flüche #1),Cassandra Clare,"Clare, Cassandra","Wesley Chu, Franca Fritz, Heinrich Koop","=""""","=""""",0,4.12,Goldmann Verlag,Paperback,448,2020,2019,,2019/12/30,to-read,to-read (#115),to-read,,,,0,0
48706085,"Das neunte Haus (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",Michelle Gyo,"=""3426227177""","=""9783426227176""",0,4.04,Knaur ,Paperback,528,2020,2019,,2019/12/30,to-read,to-read (#116),to-read,,,,0,0
7549949,Die gelöschte Welt,Nick Harkaway,"Harkaway, Nick",Jürgen Langowski,"=""3492267041""","=""9783492267045""",0,4.10,Piper ,Paperback,800,2009,2008,,2019/11/04,to-read,to-read (#113),to-read,,,,0,0
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,"=""052553654X""","=""""",0,4.06,Portfolio,Kindle Edition,302,2019,2019,,2019/10/23,to-read,to-read (#112),to-read,,,,0,0
11762245,Herr aller Dinge,Andreas Eschbach,"Eschbach, Andreas",,"=""3785724292""","=""9783785724293""",0,4.15,Lübbe,Hardcover,687,2011,2011,,2019/10/10,to-read,to-read (#109),to-read,,,,0,0
759517,Hard to Be a God,Arkady Strugatsky,"Strugatsky, Arkady",Boris Strugatsky,"=""0816491216""","=""9780816491216""",0,4.15,Seabury Press,Hardcover,219,1973,1964,,2019/10/20,to-read,to-read (#111),to-read,,,,0,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.12,Ember,Paperback,208,2006,1993,,2019/10/20,to-read,to-read (#110),to-read,,,,0,0
34318177,Nordische Mythen und Sagen (German Edition),Neil Gaiman,"Gaiman, Neil",André Mumot,"=""""","=""""",0,4.10,Bastei Lübbe,Kindle Edition,257,2017,2017,,2018/08/30,to-read,to-read (#107),to-read,,,,0,0
25489134,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,"=""1101885939""","=""9781101885932""",0,4.10,Del Rey,Hardcover,319,2017,2017,,2019/05/21,to-read,to-read (#108),to-read,,,,0,0
8643407,"Hard Magic (Grimnoir Chronicles, #1)",Larry Correia,"Correia, Larry",,"=""1439134340""","=""9781439134344""",0,4.14,Baen,Mass Market Paperback,423,2011,2011,,2017/01/08,to-read,to-read (#105),to-read,,,,0,0
32467398,"Der Erwählte (Dämonenakademie, #1)",Taran Matharu,"Matharu, Taran",,"=""""","=""9783641153731""",0,4.12,Heyne Verlag,ebook,496,2016,2015,,2018/05/03,to-read,to-read (#106),to-read,,,,0,0
18003691,Planetenwanderer,George R.R. Martin,"Martin, George R.R.",Berit Neumann,"=""3453314948""","=""9783453314948""",0,4.11,Heyne Verlag,Paperback,512,2013,1986,,2016/10/16,to-read,to-read (#104),to-read,,,,0,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.36,Sceptre,Hardcover,342,2018,2018,,2020/01/20,to-read,to-read (#103),to-read,,,,0,0
68024,Steering the Craft: Exercises and Discussions on Story Writing for the Lone Navigator or the Mutinous Crew,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0933377460""","=""9780933377462""",0,4.21,The Eighth Mountain Press,Paperback,173,1998,1998,,2019/12/31,to-read,to-read (#102),to-read,,,,0,0
44429051,Herkunft,Saša Stanišić,"Stanišić, Saša",,"=""3630874738""","=""9783630874739""",0,4.18,Luchterhand,Hardcover,365,2019,2019,,2019/12/31,to-read,to-read (#101),to-read,,,,0,0
28112365,Unterleuten,Juli Zeh,"Zeh, Juli",,"=""3630874878""","=""9783630874876""",0,4.17,Luchterhand Literaturverlag,Hardcover,639,2016,2016,,2019/12/31,to-read,to-read (#100),to-read,,,,0,0
1141402,Wer die Nachtigall stört,Harper Lee,"Lee, Harper",Claire Malignon,"=""3499142813""","=""9783499142819""",0,4.26,Rowohlt Tb.,Paperback,406,1998,1960,,2019/12/30,to-read,to-read (#99),to-read,,,,0,0
50078553,Die Zeit der Schatten (Blut und Knochen #1),John Gwynne,"Gwynne, John",Wolfgang Thon,"=""""","=""9783734161940""",0,4.30,Blanvalet,Perfect Paperback,576,2019,2018,,2019/12/30,to-read,to-read (#96),to-read,,,,0,0
45358780,"Die Rache (Nevernight, #3)",Jay Kristoff,"Kristoff, Jay",Kirsten Borchardt,"=""3596703581""","=""9783596703586""",0,4.30,Fischer Tor,Hardcover,784,2020,2019,,2019/12/30,to-read,to-read (#97),to-read,,,,0,0
44780254,Romane schreiben und veröffentlichen für Dummies (German Edition),Axel Hollmann,"Hollmann, Axel",Marcus Johanus,"=""""","=""""",0,4.47,Wiley-VCH,Kindle Edition,533,2019,,,2019/12/30,to-read,to-read (#98),to-read,,,,0,0
22747110,"Red Rising (Red Rising Trilogy, #1)",Pierce Brown,"Brown, Pierce",Bernhard Kempen,"=""3453269578""","=""9783453269576""",0,4.26,Heyne,Hardcover,559,2014,2014,,2019/12/02,to-read,to-read (#94),to-read,,,,0,0
15704307,"Saga, Volume 1",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066017""","=""9781607066019""",0,4.17,Image Comics,Paperback,160,2012,2012,,2019/12/30,to-read,to-read (#95),to-read,,,,0,0
53042128,"Die Starfarer-Verschwörung (Die Sax-Chroniken, #1)",Richard Schwartz,"Schwartz, Richard",,"=""""","=""""",0,4.45,Piper ebooks,Kindle Edition,528,2019,2019,,2019/10/27,to-read,to-read (#92),to-read,,,,0,0
19219646,Arbeit und Struktur,Wolfgang Herrndorf,"Herrndorf, Wolfgang",,"=""""","=""""",0,4.58,Rowohlt E-Book,Kindle Edition,449,2013,2013,,2019/11/07,to-read,to-read (#93),to-read,,,,0,0
30169100,"The Burning White (Lightbringer, #5)",Brent Weeks,"Weeks, Brent",,"=""0316251305""","=""9780316251303""",0,4.27,Orbit,Hardcover,960,2019,2019,,2019/10/20,to-read,to-read (#90),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.24,"Little, Brown and Company",Hardcover,393,2018,2018,,2019/10/20,to-read,to-read (#91),to-read,,,,0,0
10238767,DARKNET,Daniel Suarez,"Suarez, Daniel",,"=""3499252449""","=""9783499252440""",0,4.27,Rowohlt Taschenbuch,Paperback,480,2011,2010,,2018/08/30,to-read,to-read (#89),to-read,,,,0,0
11390535,Daemon: Die Welt ist nur ein Spiel,Daniel Suarez,"Suarez, Daniel",Cornelia Holfelder-von der Tann,"=""3499256436""","=""9783499256431""",0,4.16,rororo,Paperback,640,2011,2006,,2018/08/30,to-read,to-read (#88),to-read,,,,0,0
29008738,"The Bird and the Sword (The Bird and the Sword Chronicles, #1)",Amy Harmon,"Harmon, Amy",,"=""1533134138""","=""9781533134134""",0,4.19,CreateSpace,Paperback,328,2016,2016,,2017/01/09,to-read,to-read (#86),to-read,,,,0,0
26182929,Rubikon: Triumph und Tragödie der Römischen Republik (German Edition),Tom Holland,"Holland, Tom",Andreas Wittenburg,"=""3608949240""","=""""",0,4.21,Klett-Cotta,Kindle Edition,463,2015,2003,,2018/06/09,to-read,to-read (#87),to-read,,,,0,0
25349319,"The Life of the Mind (The End of All Things, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",0,4.27,Tor Books,Kindle Edition,82,2015,2015,,2017/01/08,to-read,to-read (#84),to-read,,,,0,0
25573350,Windjäger,Jim Butcher,"Butcher, Jim",Andreas Helweg,"=""""","=""""",0,4.18,Blanvalet,Kindle Edition,768,2016,2015,,2017/01/08,to-read,to-read (#85),to-read,,,,0,0
67999,"Worlds of Exile and Illusion: Rocannon’s World, Planet of Exile, City of Illusions (Hainish Cycle, #1-3)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0312862113""","=""9780312862114""",0,4.24,Orb Books,Paperback,370,1996,1966,,2020/02/10,to-read,to-read (#83),to-read,,,,0,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",0,4.26,Michael Joseph,Hardcover,416,2017,2017,2022/08/20,2020/02/02,to-read,to-read (#82),to-read,,,,1,0
58189112,"Der Nachtclan (Das Reich der blauen Flamme, #2)",Alexey Pehov,"Pehov, Alexey",,"=""3492705529""","=""9783492705523""",3,4.28,Piper,Paperback,416,2021,2015,,2023/07/09,,,read,,,,1,0
56554377,"Der Gebannte (Das Reich der blauen Flamme, #1)",Alexey Pehov,"Pehov, Alexey",Christiane Pöhlmann,"=""3492705510""","=""9783492705516""",3,4.07,Piper ,Paperback,416,2021,2014,,2023/07/09,,,read,,,,1,0
44775156,"Die Schamanin (Im Zeichen der Mohnblume, #1)",R.F. Kuang,"Kuang, R.F.",Michaela Link,"=""373416222X""","=""9783734162220""",0,4.17,blanvalet,Paperback,669,2020,2018,,2023/07/02,to-read,to-read (#81),to-read,,,,0,0
58064046,Gallant,V.E. Schwab,"Schwab, V.E.",Manuel Sumberac,"=""0062835777""","=""9780062835772""",0,3.74,Greenwillow Books,Hardcover,338,2022,2022,,2022/08/29,to-read,to-read (#80),to-read,,,,0,0
57965663,"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062872621""","=""9780062872623""",0,3.62,HarperTeen,Hardcover,568,2021,2021,,2022/08/29,to-read,to-read (#79),to-read,,,,0,0
34726469,"Sky in the Deep (Sky and Sea, #1)",Adrienne Young,"Young, Adrienne",,"=""1250168457""","=""9781250168450""",0,3.95,Wednesday Books,Hardcover,340,2018,2018,,2022/08/29,to-read,to-read (#78),to-read,,,,0,0
24974996,"Dear Martin (Dear Martin, #1)",Nic Stone,"Stone, Nic",,"=""1101939494""","=""""",0,4.35,Crown Books for Young Readers,Hardcover,224,2017,2017,,2022/08/29,to-read,to-read (#77),to-read,,,,0,0
